id_tarjeta,modo,lat,lon,sexo,interno_bus,tipo_trx_tren,etapa_redsube,idlinea,idtarifa,hora
2039336402,1,-34.632,-58.63,,2112,,1,370,1,19
2039336406,1,-34.784,-58.318,2,1228,,0,43,5,12
2039336406,1,-34.796,-58.322,2,3353,,1,92,5,13
2039336406,1,-34.784,-58.318,2,4185,,0,43,5,16
2039336427,1,-34.608,-58.374,,1393,,0,101,1,19
2039336429,1,-34.57,-58.464,,4522,,0,145,1,8
2039336429,1,-34.656,-58.508,,1228,,0,332,1,12
2039336429,2,-34.568,-58.462,,,CHECK OUT SIN CHECKIN,0,49,1,18
2039336433,2,-34.884,-58.384,,,CHECK IN,0,16,1,3
2039336433,2,-34.628,-58.38,,,CHECK OUT,0,16,1,4
2039336433,1,-34.628,-58.38,,3624,,1,81,1,5
2039336433,1,-34.608,-58.484,,1862,,0,117,1,14
2039336433,2,-34.628,-58.38,,,CHECK IN,1,16,1,15
2039336433,2,-34.914,-58.38,,,CHECK OUT,1,16,1,16
2039336433,1,-34.918,-58.378,,3603,,0,239,1,17
2039336434,1,-34.684,-58.466,,813,,0,299,1,11
2039336445,2,-34.572,-58.426,2,3,CHECK IN,0,49,2,5
2039336445,2,-34.592,-58.376,2,3,CHECK OUT,0,49,2,6
2039336445,1,-34.59,-58.372,2,2903,,1,354,2,6
2039336445,1,-34.672,-58.476,2,4759,,2,24,2,7
2039336445,3,-34.6,-58.394,2,,,0,54,1,10
2039336445,3,-34.592,-58.374,2,,,0,269,1,11
2039336445,1,-34.61,-58.406,2,4496,,0,46,2,15
2039336473,1,-34.63,-58.36,2,4013,,0,177,1,17
2039336473,1,,,2,2302,,0,48,1,20
2039336479,1,-34.764,-58.368,2,1012,,0,114,1,11
2039336479,1,-34.744,-58.394,2,408,,0,114,1,16
2039336485,1,-34.682,-58.554,1,235,,0,323,1,7
2039336506,3,-34.622,-58.38,1,,,0,269,1,9
2039336506,3,-34.604,-58.376,1,,,0,33,1,16
2039336506,3,-34.604,-58.412,1,,,0,33,1,17
2039336509,3,-34.556,-58.462,,,,0,54,1,14
2039336509,3,-34.594,-58.402,,,,0,54,1,16
2039336519,1,-34.664,-58.542,1,4713,,0,145,1,6
2039336519,1,-34.65,-58.51,1,2794,,0,145,1,13
2039336519,1,-34.662,-58.536,1,3391,,0,145,1,17
2039336519,1,-34.648,-58.504,1,2273,,0,145,1,22
2039336522,1,-34.578,-58.564,2,2302,,0,314,1,10
2039336522,1,-34.574,-58.536,2,1843,,0,314,1,12
2039336529,1,-34.786,-58.626,1,4431,,0,279,1,9
2039336529,2,-34.756,-58.598,1,,CHECK IN,0,44,1,13
2039336553,3,-34.602,-58.432,,,,0,33,1,15
2039336553,3,-34.604,-58.388,,,,0,33,1,16
2039336563,3,-34.618,-58.436,2,,,0,32,1,9
2039336568,1,-34.714,-58.448,1,3987,,1,92,1,7
2039336568,1,-34.71,-58.444,1,1840,,1,66,1,17
2039336568,1,-34.688,-58.416,1,355,,0,92,1,17
2039336589,1,-34.476,-58.574,,964,,0,203,1,12
2039336589,1,-34.462,-58.526,,4277,,0,203,1,13
2039336589,1,-34.452,-58.552,,147,,1,141,1,17
2039336589,1,-34.462,-58.574,,3351,,0,147,1,21
2039336612,1,-34.508,-58.802,,1275,,0,291,1,6
2039336612,1,-34.508,-58.728,,2613,,1,94,1,7
2039336612,1,-34.508,-58.8,,2056,,0,291,1,11
2039336612,1,-34.508,-58.728,,967,,1,67,1,12
2039336651,1,-34.682,-58.52,2,147,,0,142,5,12
2039336651,1,-34.674,-58.518,2,283,,1,294,5,12
2039336668,1,-34.892,-58.538,2,1890,,0,330,8,7
2039336677,3,-34.608,-58.406,,,,0,220,1,8
2039336677,1,-34.65,-58.416,,3263,,0,397,1,18
2039336688,1,-34.61,-58.406,,289,,0,211,1,10
2039336688,1,-34.584,-58.374,,935,,0,63,1,13
2039336719,3,-34.61,-58.392,,,,0,32,1,7
2039336719,2,-34.708,-58.39,,,CHECK OUT,1,16,1,7
2039336719,2,-34.628,-58.38,,,CHECK IN,1,16,1,7
2039336721,2,-34.574,-58.488,2,,CHECK OUT,0,49,1,11
2039336721,2,-34.58,-58.502,2,,CHECK IN,0,49,1,11
2039336721,1,-34.602,-58.42,2,2455,,0,171,1,23
2039336722,1,-34.778,-58.308,2,4280,,0,378,5,6
2039336722,1,-34.66,-58.37,2,1883,,0,378,5,9
2039336722,1,-34.77,-58.318,2,4185,,0,128,5,14
2039336722,1,-34.784,-58.304,2,2574,,0,115,5,18
2039336726,1,-34.732,-58.524,,2130,,0,297,1,9
2039336733,2,-34.604,-58.564,2,,CHECK IN,0,284,1,11
2039336733,2,-34.59,-58.632,2,,CHECK OUT,0,284,1,12
2039336740,1,-34.872,-58.49,,4282,,0,2,1,17
2039336740,2,-34.832,-58.496,,,CHECK IN,1,16,1,17
2039336740,1,-34.862,-58.386,,965,,2,47,1,18
2039336740,2,-34.858,-58.388,,,CHECK OUT,1,16,1,18
2039336748,1,-34.74,-58.238,1,2427,,0,41,6,7
2039336748,1,-34.758,-58.206,1,1971,,0,21,6,12
2039336758,2,-34.472,-58.514,,,CHECK OUT,0,160,1,7
2039336758,2,-34.456,-58.54,,,CHECK IN,0,160,1,7
2039336770,1,-34.914,-57.952,1,3088,,0,340,1,14
2039336771,1,-34.708,-58.354,,3078,,0,224,1,11
2039336771,2,-34.678,-58.476,,,CHECK IN,0,44,1,12
2039336771,2,-34.65,-58.414,,,CHECK IN,1,44,1,12
2039336771,2,-34.678,-58.476,,,CHECK OUT,1,44,1,12
2039336771,1,-34.652,-58.414,,3672,,1,224,1,13
2039336771,2,-34.65,-58.414,,,CHECK OUT,0,44,1,13
2039336773,1,-34.6,-58.744,1,782,,0,5,6,11
2039336773,1,-34.568,-58.742,1,4682,,0,334,6,11
2039336773,1,-34.556,-58.766,1,1821,,0,156,6,12
2039336773,1,-34.564,-58.738,1,3575,,0,5,6,13
2039336773,1,-34.6,-58.742,1,3268,,0,5,1,15
2039336776,1,-34.546,-58.81,1,784,,0,8,1,8
2039336776,1,-34.522,-58.756,1,2400,,1,156,1,8
2039336776,1,-34.486,-58.724,1,3822,,0,156,1,13
2039336776,1,-34.528,-58.752,1,3207,,0,8,1,17
2039336815,1,-34.764,-58.212,2,2832,,0,68,4,8
2039336816,1,-34.57,-58.52,1,775,,0,385,1,12
2039336862,3,-34.562,-58.456,,,,0,54,1,16
2039336862,3,-34.608,-58.374,,,,0,54,1,21
2039336863,3,-34.602,-58.378,,,,0,269,1,10
2039336863,3,-34.608,-58.374,,,,0,54,1,20
2039336863,3,-34.6,-58.394,,,,0,54,1,22
2039336890,1,-34.632,-58.502,2,1843,,0,290,1,4
2039336890,1,-34.634,-58.506,2,408,,0,290,1,18
2039336893,1,-34.642,-58.364,2,2014,,0,85,4,8
2039336893,1,-34.61,-58.39,2,1228,,0,85,4,9
2039336893,1,-34.642,-58.366,2,4713,,0,11,4,16
2039336893,1,-34.622,-58.392,2,3353,,0,11,4,20
2039336904,1,-34.578,-58.538,,4322,,0,228,1,8
2039336904,1,-34.522,-58.548,,521,,1,203,1,9
2039336905,1,-34.472,-58.596,1,3154,,0,260,1,11
2039336905,1,-34.476,-58.512,1,710,,1,141,1,12
2039336905,1,-34.534,-58.478,1,694,,0,260,1,16
2039336919,1,,,2,753,,1,96,4,8
2039336919,1,-34.64,-58.528,2,1775,,0,218,4,8
2039336919,3,-34.608,-58.37,2,,,0,32,1,17
2039336919,2,-34.628,-58.466,2,,CHECK IN,1,144,4,18
2039336919,2,-34.64,-58.564,2,,CHECK OUT,1,144,4,18
2039336928,1,-34.766,-58.588,2,2341,,0,69,1,9
2039336928,1,-34.64,-58.538,2,2195,,0,65,1,20
2039336936,1,-34.522,-58.546,2,4151,,0,203,6,6
2039336936,1,-34.49,-58.5,2,2900,,0,203,6,13
2039336937,2,-34.592,-58.376,2,,CHECK IN,1,160,4,15
2039336937,3,-34.61,-58.416,2,,,0,32,1,15
2039336937,2,-34.536,-58.468,2,,CHECK OUT,1,160,4,16
2039336937,2,-34.488,-58.498,2,,CHECK OUT,0,160,4,18
2039336937,2,-34.536,-58.468,2,,CHECK IN,0,160,4,18
2039336937,1,-34.49,-58.5,2,1039,,1,338,4,19
2039336937,1,-34.498,-58.52,2,672,,0,338,4,21
2039336937,3,-34.556,-58.462,2,,,2,54,1,21
2039336937,1,-34.504,-58.5,2,4324,,1,27,4,21
2039336988,1,-34.752,-58.482,1,1813,,0,255,2,6
2039336988,2,-34.744,-58.396,1,,CHECK IN,1,16,2,7
2039336988,2,-34.628,-58.38,1,,CHECK OUT,1,16,2,7
2039336988,2,-34.628,-58.38,1,,CHECK IN,0,16,2,9
2039336988,2,-34.708,-58.39,1,,CHECK OUT,0,16,2,10
2039336988,1,-34.708,-58.392,1,2018,,1,199,2,10
2039336988,1,-34.71,-58.404,1,965,,0,103,2,19
2039336988,1,-34.708,-58.456,1,1516,,1,219,2,20
2039336996,1,-34.654,-58.808,2,2127,,0,57,4,9
2039336996,1,-34.652,-58.79,2,3165,,0,59,4,12
2039336999,2,-34.632,-58.48,1,,CHECK IN,0,144,4,14
2039336999,1,-34.65,-58.79,1,273,,1,59,4,15
2039337109,1,-34.606,-58.722,,3429,,0,5,1,7
2039337109,2,-34.652,-58.642,,,CHECK IN,1,144,1,7
2039337109,2,-34.64,-58.564,,,CHECK OUT,1,144,1,8
2039337109,1,-34.636,-58.554,,4759,,0,381,1,16
2039337130,1,-34.674,-58.504,,3821,,1,122,1,6
2039337130,1,-34.642,-58.456,,2302,,0,341,1,6
2039337130,1,-34.732,-58.578,,2091,,0,118,1,20
2039337130,1,-34.674,-58.5,,3987,,1,341,1,21
2039337139,1,-34.88,-58.35,2,4107,,0,286,4,9
2039337139,1,-34.888,-58.384,2,4149,,0,286,4,10
2039337151,2,-34.744,-58.396,,,CHECK IN,0,16,1,6
2039337151,2,-34.628,-58.38,,,CHECK OUT,0,16,1,7
2039337151,3,-34.628,-58.382,,,,1,269,1,7
2039337151,3,-34.578,-58.426,,,,0,54,1,17
2039337151,2,-34.628,-58.38,,,CHECK IN,1,16,1,18
2039337151,2,-34.744,-58.396,,,CHECK OUT,1,16,1,18
2039337158,1,-34.818,-58.34,,3405,,0,277,1,6
2039337158,2,-34.802,-58.338,,,CHECK IN,1,16,1,6
2039337158,2,-34.744,-58.396,,,CHECK OUT,1,16,1,6
2039337158,1,-34.742,-58.428,,2965,,0,250,1,12
2039337158,2,-34.744,-58.396,,,CHECK IN,1,16,1,13
2039337158,2,-34.708,-58.39,,,CHECK OUT,1,16,1,13
2039337158,2,-34.744,-58.396,,,CHECK OUT,0,16,1,19
2039337158,2,-34.708,-58.39,,,CHECK IN,0,16,1,19
2039337158,2,-34.762,-58.398,,,CHECK IN,2,16,1,20
2039337161,1,-34.576,-58.45,,469,,0,20,1,14
2039337165,1,-34.552,-58.5,,1787,,1,150,1,13
2039337165,1,-34.522,-58.512,,969,,0,150,1,22
2039337171,1,-34.762,-58.4,,1166,,0,251,1,12
2039337171,2,-34.762,-58.398,,,CHECK OUT SIN CHECKIN,0,16,1,12
2039337197,1,-34.59,-58.244,2,1152,,0,280,6,7
2039337197,1,-34.77,-58.244,2,3273,,0,108,6,17
2039337197,1,-34.742,-58.274,2,4024,,0,41,6,17
2039337311,1,-34.76,-58.332,2,772,,0,128,1,8
2039337311,1,-34.712,-58.392,2,2427,,0,376,1,11
2039337311,1,-34.688,-58.396,2,1390,,0,128,1,14
2039337314,1,-34.626,-58.88,2,1734,,0,206,4,5
2039337314,1,-34.65,-58.794,2,1574,,1,394,4,6
2039337314,1,-34.562,-58.594,2,1760,,0,394,4,19
2039337314,1,-34.648,-58.794,2,2487,,1,206,4,20
2039337360,1,,,,4361,,0,45,1,7
2039337360,3,-34.63,-58.47,,,,1,32,1,8
2039337360,3,-34.608,-58.37,,,,0,32,1,18
2039337360,1,-34.63,-58.466,,4282,,1,315,1,19
2039337372,2,-34.778,-58.396,,,CHECK IN,0,16,1,17
2039337372,1,-34.806,-58.216,,2091,,1,113,1,18
2039337386,1,-34.516,-58.752,,3901,,0,53,1,7
2039337386,1,-34.51,-58.798,,4149,,0,67,1,10
2039337386,1,-34.528,-58.782,,3060,,1,53,1,11
2039337386,1,-34.52,-58.752,,4643,,0,293,1,12
2039337386,1,-34.518,-58.744,,4675,,0,291,1,14
2039337396,1,-34.598,-58.42,,3817,,0,182,1,10
2039337396,1,-34.596,-58.434,,3672,,0,325,1,17
2039337400,1,-34.682,-58.384,,4149,,0,153,1,14
2039337400,1,-34.658,-58.388,,4063,,0,153,1,17
2039337415,1,-34.818,-58.206,,3079,,0,390,1,10
2039337415,1,-34.816,-58.274,,3079,,0,390,1,16
2039337456,1,-34.57,-58.51,,715,,0,150,1,19
2039337456,2,-34.64,-58.526,,,CHECK IN,1,144,1,19
2039337456,1,-34.658,-58.762,,2418,,2,237,1,20
2039337456,2,-34.658,-58.762,,,CHECK OUT,1,144,1,20
2039337463,1,-34.85,-58.4,,2302,,0,387,1,8
2039337463,2,-34.858,-58.388,,,CHECK OUT,0,16,1,17
2039337463,2,-34.884,-58.384,,,CHECK IN,0,16,1,17
2039337463,1,-34.858,-58.39,,772,,0,47,1,20
2039337463,1,-34.8,-58.408,,1662,,0,270,1,22
2039337464,1,-34.712,-58.448,2,3763,,0,251,9,8
2039337464,2,-34.744,-58.396,2,,CHECK IN,1,16,9,16
2039337464,1,-34.742,-58.428,2,1426,,0,250,9,16
2039337464,1,-34.706,-58.392,2,3838,,0,303,9,18
2039337468,1,-34.604,-58.424,,2017,,0,112,1,7
2039337468,1,-34.566,-58.454,,2115,,1,177,1,16
2039337468,3,-34.57,-58.444,,,,0,54,1,16
2039337474,1,-34.662,-58.358,,3154,,0,90,1,15
2039337474,1,-34.706,-58.344,,3502,,0,90,1,17
2039337482,1,-34.732,-58.328,2,1235,,0,95,6,12
2039337486,1,-34.438,-58.706,1,3467,,2,188,1,8
2039337486,1,-34.438,-58.706,1,1825,,0,9,1,18
2039337487,1,-34.634,-58.484,,4278,,0,139,1,18
2039337497,1,-34.702,-58.608,2,4716,,0,320,4,8
2039337497,1,-34.64,-58.562,2,3570,,0,320,4,19
2039337513,1,-34.77,-58.32,2,2862,,0,235,2,8
2039337513,1,-34.76,-58.396,2,2018,,0,235,2,17
2039337519,1,-34.556,-58.608,2,243,,0,231,8,12
2039337519,1,-34.564,-58.598,2,3351,,1,181,8,13
2039337519,1,-34.568,-58.592,2,1152,,0,181,8,13
2039337519,1,-34.582,-58.582,2,1843,,1,314,8,13
2039337519,1,-34.584,-58.57,2,1393,,0,181,8,17
2039337546,1,-34.566,-58.46,2,2352,,0,207,1,8
2039337546,1,-34.542,-58.476,2,4315,,0,207,1,18
2039337567,1,-34.784,-58.314,1,1891,,0,109,1,8
2039337567,1,-34.8,-58.338,1,477,,0,167,1,16
2039337571,1,-34.566,-58.738,1,1991,,0,260,6,12
2039337571,1,-34.542,-58.714,1,309,,1,53,1,12
2039337571,1,-34.554,-58.672,1,2300,,0,11,1,18
2039337571,1,-34.544,-58.716,1,1222,,1,260,1,18
2039337582,3,-34.616,-58.43,1,,,0,32,1,10
2039337582,3,-34.608,-58.38,1,,,0,32,1,19
2039337590,1,-34.748,-58.472,2,42,,0,255,8,11
2039337590,2,-34.744,-58.396,2,,CHECK IN,1,16,8,11
2039337590,2,-34.628,-58.38,2,,CHECK OUT,1,16,8,12
2039337590,2,-34.628,-58.38,2,,CHECK IN,0,16,8,20
2039337717,1,-34.58,-58.476,,2195,,0,3,1,14
2039337731,1,-34.86,-58.388,2,965,,0,387,3,13
2039337733,2,-34.444,-58.56,2,,CHECK IN,0,160,1,8
2039337733,3,-34.592,-58.374,2,,,1,269,1,9
2039337733,2,-34.592,-58.376,2,,CHECK OUT,0,160,1,9
2039337733,3,-34.6,-58.394,2,,,0,54,1,16
2039337733,1,-34.556,-58.462,2,3770,,1,97,1,17
2039337735,1,-34.652,-58.79,,4466,,0,59,1,16
2039337751,1,-34.668,-58.56,,1884,,0,312,1,11
2039337751,1,-34.64,-58.538,,4564,,0,289,1,14
2039337754,1,-34.672,-58.77,,2724,,0,237,1,7
2039337754,1,-34.682,-58.768,,322,,0,237,1,16
2039337754,1,-34.674,-58.768,,1349,,0,237,1,16
2039337783,1,-34.62,-58.44,2,1039,,0,341,1,17
2039337783,1,-34.648,-58.468,2,599,,0,341,1,22
2039337793,1,-34.608,-58.486,2,4436,,0,6,1,7
2039337793,1,-34.604,-58.388,2,3562,,0,373,1,18
2039337793,2,-34.592,-58.376,2,,CHECK IN,1,160,1,18
2039337793,2,-34.558,-58.45,2,,CHECK OUT,1,160,1,19
2039337793,1,-34.558,-58.45,2,1967,,2,142,1,19
2039337821,1,-34.538,-58.476,,2018,,0,3,1,12
2039337821,1,-34.552,-58.484,,3987,,0,3,1,16
2039337821,1,-34.54,-58.476,,521,,0,3,1,17
2039337824,1,-34.716,-58.432,2,703,,0,251,1,10
2039337824,1,-34.76,-58.398,2,537,,0,251,1,11
2039337827,1,-34.648,-58.418,2,2726,,0,325,1,14
2039337827,1,-34.602,-58.42,2,2341,,0,112,1,20
2039337904,1,-34.694,-58.434,2,3618,,0,308,4,18
2039337904,1,-34.714,-58.416,2,3269,,0,308,4,19
2039337908,1,-34.628,-58.382,2,2936,,0,143,2,9
2039337909,1,-34.504,-58.562,2,2050,,0,267,1,5
2039337909,1,-34.634,-58.628,2,3987,,0,267,1,15
2039337909,1,-34.512,-58.564,2,3546,,1,121,1,16
2039337909,1,-34.524,-58.554,2,672,,2,338,1,16
2039337934,1,-34.626,-58.382,2,2832,,1,280,5,0
2039337934,1,,,2,2467,,0,224,5,8
2039337934,1,-34.708,-58.334,2,4151,,0,224,5,17
2039337939,2,-34.892,-57.968,,,CHECK IN,0,16,1,9
2039337939,2,-34.628,-58.38,,,CHECK OUT,0,16,1,10
2039337939,3,-34.628,-58.382,,,,1,269,1,10
2039337939,3,-34.578,-58.426,,,,0,54,1,13
2039337939,2,-34.628,-58.38,,,CHECK IN,0,16,1,18
2039337939,2,-34.892,-57.968,,,CHECK OUT,0,16,1,20
2039337942,1,-34.782,-58.182,1,539,,0,100,2,6
2039337942,1,-34.756,-58.21,1,2467,,0,21,2,12
2039337945,2,-34.628,-58.38,,,CHECK IN,1,16,1,8
2039337945,1,-34.584,-58.392,,1441,,0,96,1,8
2039337945,2,-34.814,-58.47,,,CHECK OUT,1,16,1,9
2039337945,2,-34.814,-58.47,,,CHECK IN,0,16,1,18
2039337945,2,-34.628,-58.38,,,CHECK OUT,0,16,1,18
2039337945,1,-34.634,-58.382,,3987,,1,55,1,19
2039337951,1,-34.914,-57.96,1,4760,,0,51,6,17
2039337982,1,-34.622,-58.474,,592,,0,81,1,15
2039337982,1,-34.632,-58.442,,3555,,0,117,1,20
2039338101,1,-34.604,-58.596,2,3602,,0,120,1,6
2039338101,2,-34.59,-58.59,2,,CHECK IN,1,149,1,6
2039338101,1,-34.588,-58.452,2,259,,2,20,1,7
2039338101,2,-34.586,-58.456,2,,CHECK OUT,1,149,1,7
2039338101,1,-34.554,-58.464,2,4562,,0,27,1,11
2039338101,1,-34.596,-58.388,2,2794,,1,223,1,12
2039338101,2,-34.578,-58.426,2,,CHECK IN,2,284,1,13
2039338101,2,-34.606,-58.596,2,,CHECK OUT,2,284,1,13
2039338130,3,-34.578,-58.482,,,,0,33,1,7
2039338130,3,-34.604,-58.38,,,,0,33,1,15
2039338130,1,-34.588,-58.454,,271,,1,352,1,16
2039338145,1,-34.572,-58.482,,4507,,0,217,1,13
2039338147,1,-34.596,-58.388,,4759,,0,27,1,12
2039338149,1,-34.708,-58.226,1,2573,,0,68,6,7
2039338149,1,-34.708,-58.284,1,775,,0,68,6,15
2039338153,3,-34.63,-58.4,2,,,0,220,1,11
2039338153,3,-34.608,-58.406,2,,,0,32,1,11
2039338165,1,-34.62,-58.468,,2930,,0,182,1,15
2039338165,1,-34.608,-58.444,,4329,,1,184,1,16
2039338184,1,-34.6,-58.46,2,1473,,0,243,1,8
2039338184,1,-34.638,-58.522,2,2410,,0,218,1,12
2039338184,3,-34.618,-58.382,2,,,0,148,1,15
2039338184,3,-34.592,-58.448,2,,,0,33,1,18
2039338424,1,-34.766,-58.342,2,772,,0,114,12,14
2039338424,1,-34.744,-58.396,2,2124,,0,114,12,19
2039338478,1,-34.586,-58.668,2,1469,,0,38,4,7
2039338478,1,-34.588,-58.63,2,4107,,1,267,4,7
2039338478,1,-34.608,-58.634,2,2302,,0,23,4,20
2039338610,1,-34.608,-58.726,1,2978,,0,5,1,7
2039338610,1,-34.606,-58.724,1,2400,,0,5,1,15
2039338610,1,-34.538,-58.71,1,3305,,0,5,1,19
2039338622,1,-34.7,-58.766,2,2794,,0,163,4,8
2039338622,1,-34.724,-58.792,2,2573,,0,163,4,10
2039338622,1,-34.666,-58.7,2,2418,,0,237,4,14
2039338627,1,-34.474,-58.598,2,3927,,0,141,4,6
2039338627,1,-34.458,-58.532,2,4618,,0,141,4,12
2039338629,1,-34.44,-58.664,2,3988,,0,188,1,6
2039338629,1,-34.458,-58.63,2,1610,,0,188,1,7
2039338629,1,-34.438,-58.664,2,1228,,0,188,1,17
2039338629,1,-34.454,-58.65,2,490,,0,188,1,18
2039338674,1,-34.54,-58.476,2,532,,0,158,4,6
2039338674,1,-34.51,-58.49,2,2427,,0,223,4,16
2039338676,1,-34.59,-58.438,2,731,,0,177,3,6
